SMILES	RTs
C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O	581.94498
C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O	284.889
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O	171.06102
CNCC(=O)O	469.36002
CN1CCC2(CC3=NC4=CC=CC=C4C=C3CC2C1)C5=CC(=CC=C5)O	306.80298
CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4	224.895
COC1=C(C=C2C(=C1)C=CC(=O)O2)O	69.62202
CC1=NC=C(N1CC(C)O)[N+](=O)[O-]	67.158
CC(CC1=CC=CC=C1)N(C)CC#C	88.72602
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl	160.26498
CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C	111.426
COC1=CC(=CC(=C1O)OC)C=CC(=O)O	84.43302
CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Br	174.89802
C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O	584.93796
CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O	292.431
C(CCNCCCN)CNCCCN	434.63196
C1CN(CCC1N)C2=NC(=CC=C2)Cl	290.86704
CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C	71.68398
CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO	96.90402
C=CC1=CC=CC=C1	524.649
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C	258.43398
CNCC(C1=CC=C(C=C1)O)O	340.32402
C1CCC2=NC3=CC=CC=C3C(=C2C1)N	231.759
CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC	64.104
CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36	71.418
CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	367.326
CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)OC	170.23398
CCCC1=NC2=C(C=C(C=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C5=NC6=CC=CC=C6N5C)C	75.03798
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3	69.21102
CN1C(=O)N2C=NC(=C2N=N1)C(=O)N	80.06598
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC	279.65904
CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21	79.80198
C(CS(=O)(=O)[O-])[NH2+]C(CO)(CO)CO	462.213
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C	63.231
CCNC(=O)CCC(C(=O)O)N	459.79398
C1C([NH2+]CS1)C(=O)[O-]	415.05804
C1=CC2=C(C=C1N)SC3=CC(=[NH2+])C=CC3=N2	314.08398
C(C(C(CO)O)O)O	93.71598
CC(C(C(=O)O)N)O	492.70302
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O	154.24302
CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O	497.061
CC1=CC(=C(C=C1)C(C)C)O	91.56402
CC1=C(SC=C1)C(=CCC[NH+]2CCCC(C2)C(=O)[O-])C3=C(C=CS3)C	236.33898
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl	67.42302
CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C	62.53902
CC1=C(C(=CC=C1)C)NC(=O)C(C)N	297.90798
CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2	127.94298
CCCC1=C(C=CC(=C1O)C(=O)C)OCCCCC2=NNN=N2	62.115
CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C	65.95602
CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O	342.957
C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O	77.27202
CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C	86.823
CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3	113.133
C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F	292.26498
CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O	151.28598
COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC	75.46002
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl	142.869
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl	77.79402
CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl	60.456
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F	128.781
C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N	67.62702
CCC(COC(=O)C1=CC(=C(C(=C1)OC)OC)OC)(C2=CC=CC=C2)N(C)C	87.936
CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C	135.066
CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2	118.63002
CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43	228.57402
COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2	302.11002
C1CNCC2=C1C3=CC=CC=C3N2	293.93898
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)N)N	354.57102
C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)N)O	425.18298
C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)[O-])[NH3+])O	442.57596
C1=CC(=CC=C1CCN)O	334.983
C1=CC(=CC=C1CC(C(=O)O)N)O	456.57498
CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Cl	173.223
C1=CNC(=O)NC1=O	143.90202
CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC	274.85202
C(CC(=O)O)C(C(=O)O)NC(=O)N	467.88102
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O	538.48104
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	589.698
CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	592.45302
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	282.94896
C1=C(NC=N1)C=CC(=O)O	221.355
CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N	409.55502
CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N	60.84102
CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O	101.14902
COC1=C(C=CC(=C1)C=O)O	68.889
CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C	101.98602
CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O	146.616
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC	112.566
CC(=O)OC1CC2CCC3C(C2(CC1N4CCCCC4)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C	331.54998
C1CCC(C(C1)N2CCC(CC2)C3=CC=CC=C3)O	158.80998
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O	222.222
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O	345.78198
CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC	285.828
C=COC(=O)N	80.217
CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4	69.33702
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O	319.96296
CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O	61.455
CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O	59.630004
C1=CN(C(=O)NC1=O)CC(C(=O)O)N	523.302
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CN(C)CCO)O	360.79398
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O	438.084
COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2	62.694
COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N	279.63804
CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC	60.19302
CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C	61.02198
COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F	71.45802
CC1CCCC(CCCCCC2=CC(=CC(=C2C(=O)O1)O)O)O	66.48
CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O	73.96698
CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3	287.76
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C	96.96
CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O	60.627
C1C(C(C(C(O1)CO)O)O)O	55.296
CN1C=NC2=C1C(=O)N(C(=O)N2)C	101.25702
CN1C(=O)C2=C(NC(=O)N2)NC1=O	130.57902
CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O	59.292996
C1C(C(OC1N2C=NC3=C2N=CN=C3N)CO)O	235.31502
C(C=O)C(C(CO)O)O	85.42098
CC(C)C(C(=O)O)O	77.15502
CC(C)CC(C(=O)O)O	94.182
C(CC(=O)O)C(C(=O)O)O	54.863004
CCCCCCCCCCCCCC(=O)OC(CO)CO	60.714
CC1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O	158.14002
CCCCCCCCCCCCCCCC(=O)OC(CO)CO	59.244
CCNC(C)CC1=CC2=C(C=C1)OCO2	176.47902
CC(C[NH3+])C(=O)[O-]	443.95998
CCC(CC(=O)O)O	77.15502
CN1C(=O)C=CN(C1=O)C2C(C(C(O2)CO)O)O	67.392
CCCCCC(CC)O	508.311
C[Si](C)(C)CCC(=O)O	338.41404
C1CC(CCC1CN)C(=O)O	396.22596
C1=CC(=CC=C1N)O	80.36298
CCCCCCC1=C(C=C(C=C1)O)O	97.641
CC1CNC(=O)NC1=O	94.28202
CC(CCCC(C)C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C	201.69402
CC1=CN(C(=O)NC1=O)C2C(CC(O2)CO)O	156.14298
C1=NN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O	258.828
C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2	61.96302
CC(=O)N1C2=CC=CC=C2C(=O)C1=O	144.222
CN(C)C(=NCCCC(C(=O)O)N)N	512.75004
CC(C(C(=O)[O-])[NH3+])O	476.877
CSCCC(=O)C(=O)O	55.183998
CC(CC1=CN=CN1)(C(=O)O)N	520.56504
C(C(C1C(=C(C(=O)O1)O)O)O)O	86.145
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl	176.865
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)O	217.61598
CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2	120.52302
CC(C)(CC(=O)O)O	272.99904
CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O	59.134002
CC1=C(C(=CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)NC1=CC4=NC(=O)C(=C4C)C=C)CCC(=O)O	141.003
CCCC(=O)NCC(=O)O	223.78398
C1=CC=C2C(=C1)C(=CN2)C3=NC=CS3	63.15198
CC(CC1=CC=C(C=C1)C(C)C(=O)O)C(=O)O	66.333
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	246.82302
C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	400.767
CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC	132.282
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C	68.86902
CCCCCCCCCC=O	130.02498
CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C	62.02398
C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O	494.92002
CS(=O)CCCCC(=NO)SC1C(C(C(C(O1)CO)O)O)O	396.86802
CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC	158.62002
CCCCCCCCCCCCCCCC(C(CO)N)O	268.413
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2	128.80002
CN1C2CCC1C(C(C2)O)C(=O)OC	250.71204
C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F	58.543998
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O	180.44598
CC(C=CC(C)C(C)C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C	86.091
CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O	59.341998
COC1=C(C=CC(=C1)C=CC(=O)O)O	78.47298
COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O	271.794
C1=CC(=C(C=C1O)C(=O)O)O	191.037
CS(=O)CCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O	441.96702
C(C(C(C(C(C=O)O)O)O)O)O	110.559
C(CC(=O)N)C(C(=O)[O-])[NH3+]	491.385
CCCCCCCCCCCCCCCCC(=O)O	180.81198
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4	227.94498
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O	431.346
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O	269.112
CC(C)C(=O)C(=O)O	170.64702
CC1=CCC(CC1)C(=C)C	55.227
C(=CC(=O)O)C(=O)N	66.978
CC12CC3CC(C1)(CC(C3)(C2)N)C	254.57502
CC(CC1=CC=CC=C1)NC	200.097
CC(C(C1=C(C=CC(=C1)OC)OC)O)N	285.04902
COC(=O)C1=CC(=C(C(=C1)O)O)O	86.064
COC(=O)C(CC1=CC=C(C=C1)O)N	254.001
CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O	71.262
CN(C)CC(=O)O	443.949
CN1C=C(N=C1)CC(C(=O)[O-])[NH3+]	541.23498
CNC(CO)C(=O)O	461.931
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O	65.004
CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C	56.872998
CCCCCCCC=O	418.845
CCCCCCCCO	508.44402
CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O	356.95098
CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2	55.816998
C1=CC(=CC=C1C=CC(=O)O)O	82.914
CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	193.69098
CC(C)(CO)C(C(=O)NCCCO)O	114.09498
CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O	159.18102
COC1=CC(=CC(=C1O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O	268.46202
CC1C(OCCN1)C2=CC=CC=C2	242.214
C1=CC=C(C=C1)CCCOC(=O)N	60.465
CC(C)(CC1=CC=CC=C1)N	373.82502
C1=CC=C(C=C1)CC(C(=O)O)N	391.35804
C[N+](C)(C)CCOP(=O)(O)[O-]	538.146
C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O	443.853
CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O	107.991
CC(C)NC(=O)C1=CC=C(C=C1)CNNC	276.36402
C1=CNC(=C1)C(=O)O	339.762
CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	276.51102
CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	282.12
C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O	550.00998
CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3	58.209
CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C	154.04502
C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O	268.52502
CNC(=NC)NCCCC(C(=O)O)N	509.26002
CC(CC1=CC=CC=C1)N(C)CC#C	91.60098
C1=CC2=C(C=C1O)C(=CN2)CCN	86.36298
CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl	168.01602
C(CC(=O)O)C(=O)O	267.79302
C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	482.96202
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O	120.807
CS(=O)CCCCN=C=S	68.50098
COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O	259.40202
COC1=CC(=CC(=C1O)OC)C(=O)O	81.24498
C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	106.68102
C1CC(OC1)N2C=C(C(=O)NC2=O)F	73.12098
CN1C2=C(C(=O)N(C1=O)C)NC=N2	92.49702
CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O	59.716998
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O	278.40102
C(C1C(C(C(C(O1)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O)O)O)O	583.06296
C1CC(=O)C(C=C1)(C(=O)OCC2=CC=CC=C2OC3C(C(C(C(O3)CO)O)O)OC(=O)C4=CC=CC=C4)O	90.46698
CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C	61.263
